FiscalQuarterYear,FiscalMonthYear,CalMonth,TxnDate,Sub_Theater,Region,ProductGroup,ProductLineCode,ORDER_TYPE,Booking_Quantity,Bookings,TOT_LIST_PR_USD_AM
2019 Q1,2019 2,Dec,12/27/2019,EMEA,DACH&Russia,WIR,34,ZRE,-9,-13315.05,-14741.79
2019 Q1,2019 2,Dec,12/31/2019,EMEA,France,WIR,34,SH,7760,3332160.73,18492214.11
2019 Q1,2019 2,Dec,12-01-2019,EMEA,France,WIR,34,ZCR,-45,-28120.26,-102604.79
2019 Q1,2019 2,Dec,12-11-2019,EMEA,France,WIR,34,ZCRN,212,0,0
2019 Q1,2019 2,Dec,12-09-2019,EMEA,France,WIR,34,ZDR,45,28120.26,102604.79
2019 Q1,2019 2,Dec,12-08-2019,EMEA,France,WIR,34,ZOR,3214,640541.27,4506661.5
2019 Q1,2019 2,Dec,12/29/2019,EMEA,NOE,WIR,34,SH,1575,714312.05,4469276.93
2019 Q1,2019 2,Dec,12-07-2019,EMEA,NOE,WIR,34,ZCR,-3,-2109.09,-7708.68
2019 Q1,2019 2,Dec,12-12-2019,EMEA,NOE,WIR,34,ZCRN,339,0,0
2019 Q1,2019 2,Dec,12/31/2019,EMEA,NOE,WIR,34,ZDR,3,2109.09,7708.68
2019 Q1,2019 2,Dec,12-06-2019,EMEA,NOE,WIR,34,ZOR,434,280794.94,1142127.56
2019 Q1,2019 2,Dec,12/26/2019,EMEA,SOE,WIR,34,SH,3513,969342.37,7310439.08
2019 Q1,2019 2,Dec,12-02-2019,EMEA,SOE,WIR,34,ZCRN,293,0,0
2019 Q1,2019 2,Dec,12-05-2019,EMEA,SOE,WIR,34,ZDR,29,8051.1,47937.63
2019 Q1,2019 2,Dec,12/14/2019,EMEA,SOE,WIR,34,ZOR,381,155354.85,783011.24
2019 Q1,2019 2,Dec,12/23/2019,EMEA,SOE,WIR,34,ZRE,-14,-4369.86,-24942
2019 Q1,2019 2,Dec,12/18/2019,EMEA,UK&I,WIR,34,SH,1565,743494.43,3451302.15
2019 Q1,2019 2,Dec,12-01-2019,EMEA,UK&I,WIR,34,ZCRN,106,0,0
2019 Q1,2019 2,Dec,12/20/2019,EMEA,UK&I,WIR,34,ZOR,68,33504.59,129524.66
2019 Q1,2019 2,Dec,12/17/2019,EMEA,CEEMA,WIR,35,SH,22330,9818402.55,40674580.26
2019 Q1,2019 2,Dec,12-01-2019,EMEA,CEEMA,WIR,35,ZCR,-96,-38897.18,-135170.87
2019 Q1,2019 2,Dec,12/13/2019,EMEA,CEEMA,WIR,35,ZCRN,197,-3172.44,-4139.86
2019 Q1,2019 2,Dec,12/16/2019,EMEA,CEEMA,WIR,35,ZDR,96,38897.18,132608.31
2019 Q1,2019 2,Dec,12/20/2019,EMEA,CEEMA,WIR,35,ZOR,1500,658057.19,2657068.37
2019 Q1,2019 2,Dec,12/17/2019,EMEA,CEEMA,WIR,35,ZRE,-32,-22022.82,-80087
2019 Q1,2019 2,Dec,12/16/2019,EMEA,Cross Geo (Philip),WIR,35,SH,2317,1352455.51,4132921.25
2019 Q1,2019 2,Dec,12-04-2019,EMEA,Cross Geo (Philip),WIR,35,ZCMN,5,-174.84,-269.04
2019 Q1,2019 2,Dec,12/16/2019,EMEA,Cross Geo (Philip),WIR,35,ZCRN,2,0,0
2019 Q1,2019 2,Dec,12-07-2019,EMEA,Cross Geo (Philip),WIR,35,ZOR,238,98754.92,294700.82
2019 Q1,2019 2,Dec,12/14/2019,EMEA,DACH&Russia,WIR,35,SH,21587,10463015.78,39295597.49
2019 Q1,2019 2,Dec,12-03-2019,EMEA,DACH&Russia,WIR,35,ZCR,-9,-35348.52,-90228.59
2019 Q1,2019 2,Dec,12/31/2019,EMEA,DACH&Russia,WIR,35,ZCRN,380,0,0
2019 Q1,2019 2,Dec,12/25/2019,EMEA,DACH&Russia,WIR,35,ZDR,10,27695.37,92518.6
2019 Q1,2019 2,Dec,12/24/2019,EMEA,DACH&Russia,WIR,35,ZOR,1562,905428.43,3041475.35
2019 Q1,2019 2,Dec,12/18/2019,EMEA,DACH&Russia,WIR,35,ZRE,-1,-1414.5,-3706
2019 Q1,2019 2,Dec,12/30/2019,EMEA,France,WIR,35,SH,15395,6001525.92,27663296.31
2019 Q1,2019 2,Dec,12/23/2019,EMEA,France,WIR,35,ZCR,-25,-6307.36,-27687.71
2019 Q1,2019 2,Dec,12/17/2019,EMEA,France,WIR,35,ZCRN,51,0,0
2019 Q1,2019 2,Dec,12-09-2019,EMEA,France,WIR,35,ZDR,2948,1096069.25,5667620.74
2019 Q1,2019 2,Dec,12-09-2019,EMEA,France,WIR,35,ZOR,314,105713.38,571705.77
2019 Q1,2019 2,Dec,12/23/2019,EMEA,France,WIR,35,ZRE,-6,-4735.35,-19516.66
2019 Q1,2019 2,Dec,12-07-2019,EMEA,NOE,WIR,35,SH,11719,6000124.77,20778942.1
2019 Q1,2019 2,Dec,12/20/2019,EMEA,NOE,WIR,35,ZCRN,211,-706.54,-839.8
2019 Q1,2019 2,Dec,12-05-2019,EMEA,NOE,WIR,35,ZCRP,16,0,0
2019 Q1,2019 2,Dec,12/23/2019,EMEA,NOE,WIR,35,ZOR,379,138413.9,452213.51
2019 Q1,2019 2,Dec,12-09-2019,EMEA,SOE,WIR,35,SH,13682,4593756.95,20779487.75
2019 Q1,2019 2,Dec,12-11-2019,EMEA,SOE,WIR,35,ZCRN,418,0,0
2019 Q1,2019 2,Dec,12/18/2019,EMEA,SOE,WIR,35,ZOR,1530,575840.81,3368383.38
2019 Q1,2019 2,Dec,12/24/2019,EMEA,SOE,WIR,35,ZRE,-4,-1972.96,-9999.96
2019 Q1,2019 2,Dec,12/29/2019,EMEA,UK&I,WIR,35,SH,6586,3540339.85,12892102.93
2019 Q1,2019 2,Dec,12-01-2019,EMEA,UK&I,WIR,35,ZCR,-36,-22076.63,-76048.64
2019 Q1,2019 2,Dec,12/28/2019,EMEA,UK&I,WIR,35,ZCRN,30,0,0
2019 Q1,2019 2,Dec,12-03-2019,EMEA,UK&I,WIR,35,ZCRP,8,0,0
2019 Q1,2019 2,Dec,12/25/2019,EMEA,UK&I,WIR,35,ZOR,441,303061.68,919889.62
2019 Q1,2019 2,Dec,12/14/2019,EMEA,CEEMA,WIR,6H,SH,170,139506.31,451109.94
2019 Q1,2019 2,Dec,12-01-2019,EMEA,CEEMA,WIR,6H,ZCRN,300,0,0
2019 Q1,2019 2,Dec,12/20/2019,EMEA,CEEMA,WIR,6H,ZOR,2,2668.32,9703
2019 Q1,2019 2,Dec,12-12-2019,EMEA,CEEMA,WIR,6H,ZRE,-1,-1599.67,-5817
2019 Q1,2019 2,Dec,12/30/2019,EMEA,Cross Geo (Philip),WIR,6H,SH,45,32516.36,82348.05
2019 Q1,2019 2,Dec,12-07-2019,EMEA,Cross Geo (Philip),WIR,6H,ZCRN,22,0,0
2019 Q1,2019 2,Dec,12-12-2019,EMEA,Cross Geo (Philip),WIR,6H,ZOR,1,1730.14,4948.38
2019 Q1,2019 2,Dec,12-10-2019,EMEA,DACH&Russia,WIR,6H,SH,285,251286.75,928095.28
2019 Q1,2019 2,Dec,12-07-2019,EMEA,DACH&Russia,WIR,6H,ZCRN,445,0,0
2019 Q1,2019 2,Dec,12-05-2019,EMEA,DACH&Russia,WIR,6H,ZOR,1,1622.68,7240.73
2019 Q1,2019 2,Dec,12/23/2019,EMEA,France,WIR,6H,SH,63,70235.01,308103.61
2019 Q1,2019 2,Dec,12/17/2019,EMEA,France,WIR,6H,ZCRN,40,0,0
2019 Q1,2019 2,Dec,12/17/2019,EMEA,France,WIR,6H,ZOR,1,2136.02,6751.53
2019 Q1,2019 2,Dec,12-10-2019,EMEA,NOE,WIR,6H,SH,72,147434.36,324505.88
2019 Q1,2019 2,Dec,12/20/2019,EMEA,NOE,WIR,6H,ZCRN,231,0,0
2019 Q1,2019 2,Dec,12/16/2019,EMEA,SOE,WIR,6H,SH,51,79795.56,198673.46
2019 Q1,2019 2,Dec,12-05-2019,EMEA,SOE,WIR,6H,ZCRN,177,-527.99,-650.54
2019 Q1,2019 2,Dec,12/13/2019,EMEA,SOE,WIR,6H,ZOR,49,33066.86,200598.58
2019 Q1,2019 2,Dec,12/24/2019,EMEA,SOE,WIR,6H,ZRE,-2,-1560.69,-7734.04
2019 Q1,2019 2,Dec,12/13/2019,EMEA,UK&I,WIR,6H,SH,42,72154.64,177938.65
2019 Q1,2019 2,Dec,12/15/2019,EMEA,UK&I,WIR,6H,ZCRN,-1,-3534.59,-4473.59
2019 Q1,2019 2,Dec,12/28/2019,EMEA,UK&I,WIR,6H,ZCRP,5,0,0
2019 Q1,2019 2,Dec,12/24/2019,EMEA,CEEMA,WIR,I5,SH,4043,1124390.96,2716660.73
2019 Q1,2019 2,Dec,12/19/2019,EMEA,CEEMA,WIR,I5,ZCR,-53,-16784.16,-25430.55
2019 Q1,2019 2,Dec,12/23/2019,EMEA,CEEMA,WIR,I5,ZCRN,17,0,0
2019 Q1,2019 2,Dec,12/30/2019,EMEA,CEEMA,WIR,I5,ZDR,53,8646.39,25430.55
2019 Q1,2019 2,Dec,12-06-2019,EMEA,CEEMA,WIR,I5,ZOR,171,33432.14,74145.48
2019 Q1,2019 2,Dec,12-03-2019,EMEA,DACH&Russia,WIR,I5,SH,7355,1573911.72,3916522.07
2019 Q1,2019 2,Dec,12-10-2019,EMEA,DACH&Russia,WIR,I5,ZCRN,7,0,0
2019 Q1,2019 2,Dec,12-07-2019,EMEA,DACH&Russia,WIR,I5,ZOR,14,4495.43,11476.13
2019 Q1,2019 2,Dec,12-12-2019,EMEA,France,WIR,I5,SH,1821,441792.27,1115188
2019 Q1,2019 2,Dec,12-12-2019,EMEA,France,WIR,I5,ZCRN,4,0,0
2019 Q1,2019 2,Dec,12-08-2019,EMEA,France,WIR,I5,ZOR,52,8584.04,17392.67
2019 Q1,2019 2,Dec,12-11-2019,EMEA,NOE,WIR,I5,SH,3503,589530.38,1461275.39
2019 Q1,2019 2,Dec,12-07-2019,EMEA,NOE,WIR,I5,ZCMN,3,-26.28,-40.32
2019 Q1,2019 2,Dec,12/24/2019,EMEA,NOE,WIR,I5,ZCRN,8,0,0
2019 Q1,2019 2,Dec,12-04-2019,EMEA,NOE,WIR,I5,ZOR,10,6266.69,12970.03
2019 Q1,2019 2,Dec,12/18/2019,EMEA,SOE,WIR,I5,SH,5580,1127158.81,2713286.64
2019 Q1,2019 2,Dec,12/20/2019,EMEA,SOE,WIR,I5,ZCRN,35,0,0
2019 Q1,2019 2,Dec,12/25/2019,EMEA,SOE,WIR,I5,ZOR,4,4915.49,8349.38
2019 Q1,2019 2,Dec,12-02-2019,EMEA,UK&I,WIR,I5,SH,952,293059.08,769998.86
2019 Q1,2019 2,Dec,12/25/2019,EMEA,UK&I,WIR,I5,ZCMN,1,-3.96,-6.12
2019 Q1,2019 2,Dec,12/20/2019,EMEA,UK&I,WIR,I5,ZCRN,4,-58.05,-73.39
2019 Q1,2019 3,Jan,01-12-2020,EMEA,CEEMA,WIR,34,SH,1472,853388.36,3346448.51
2019 Q1,2019 3,Jan,1/26/2020,EMEA,CEEMA,WIR,34,ZCMN,21,0,0
2019 Q1,2019 3,Jan,1/16/2020,EMEA,CEEMA,WIR,34,ZCR,-16,-1458.08,-6160
2019 Q1,2019 3,Jan,1/15/2020,EMEA,CEEMA,WIR,34,ZCRN,926,0,0
2019 Q1,2019 3,Jan,1/19/2020,EMEA,CEEMA,WIR,34,ZOR,803,212309.65,934526.93
2019 Q1,2019 3,Jan,1/25/2020,EMEA,CEEMA,WIR,34,ZRE,16,1458.08,6160
2019 Q1,2019 3,Jan,1/29/2020,EMEA,Cross Geo (Philip),WIR,34,SH,146,64736.97,255586.02
2019 Q1,2019 3,Jan,1/17/2020,EMEA,Cross Geo (Philip),WIR,34,ZCMN,9,0,0
2019 Q1,2019 3,Jan,01-06-2020,EMEA,Cross Geo (Philip),WIR,34,ZCR,-11,-4011.21,-13347.73
2019 Q1,2019 3,Jan,01-04-2020,EMEA,Cross Geo (Philip),WIR,34,ZCRN,127,0,0
2019 Q1,2019 3,Jan,1/31/2020,EMEA,Cross Geo (Philip),WIR,34,ZDR,11,4011.21,13347.73
2019 Q1,2019 3,Jan,1/30/2020,EMEA,Cross Geo (Philip),WIR,34,ZOR,553,191972.47,776501.59
2019 Q1,2019 3,Jan,1/21/2020,EMEA,Cross Geo (Philip),WIR,34,ZRE,-6,-5845.09,-24484.91
2019 Q1,2019 3,Jan,1/19/2020,EMEA,DACH&Russia,WIR,34,SH,2500,1727502.77,6036425.23
2019 Q1,2019 3,Jan,1/27/2020,EMEA,DACH&Russia,WIR,34,ZCMN,9,0,0
2019 Q1,2019 3,Jan,1/25/2020,EMEA,DACH&Russia,WIR,34,ZCRN,744,-3355.41,-4437.48
2019 Q1,2019 3,Jan,1/30/2020,EMEA,DACH&Russia,WIR,34,ZDR,84,23107.18,78592.27
2019 Q1,2019 3,Jan,01-03-2020,EMEA,DACH&Russia,WIR,34,ZOR,923,260203.95,1349396.64
2019 Q1,2019 3,Jan,01-05-2020,EMEA,DACH&Russia,WIR,34,ZRE,-64,-7904.47,-88488.39
2019 Q1,2019 3,Jan,1/14/2020,EMEA,France,WIR,34,SH,6249,2187006.79,13452367.43
2019 Q1,2019 3,Jan,1/24/2020,EMEA,France,WIR,34,ZCMN,14,0,0
2019 Q1,2019 3,Jan,01-11-2020,EMEA,France,WIR,34,ZCR,-18,-6324.03,-17469.94
2019 Q1,2019 3,Jan,1/30/2020,EMEA,France,WIR,34,ZCRN,1921,0,0
2019 Q1,2019 3,Jan,1/22/2020,EMEA,France,WIR,34,ZDR,18,6324.03,17469.94
2019 Q1,2019 3,Jan,1/13/2020,EMEA,France,WIR,34,ZOR,816,206537.69,1334771.03
2019 Q1,2019 3,Jan,01-08-2020,EMEA,France,WIR,34,ZRE,-2,-172.29,-964.16
2019 Q1,2019 3,Jan,01-02-2020,EMEA,NOE,WIR,34,SH,2182,1359272.14,5991492.85
2019 Q1,2019 3,Jan,1/30/2020,EMEA,NOE,WIR,34,ZCMN,21,0,0
2019 Q1,2019 3,Jan,1/24/2020,EMEA,NOE,WIR,34,ZCR,-7,-7868.28,-25258.86
2019 Q1,2019 3,Jan,1/28/2020,EMEA,NOE,WIR,34,ZCRN,351,-1459.92,-1673.91
2019 Q1,2019 3,Jan,1/13/2020,EMEA,NOE,WIR,34,ZCRP,4,0,0
2019 Q1,2019 3,Jan,01-10-2020,EMEA,NOE,WIR,34,ZDR,3,2088.21,7632.33
2019 Q1,2019 3,Jan,1/26/2020,EMEA,NOE,WIR,34,ZOR,290,122273.82,487849.14
2019 Q1,2019 3,Jan,1/16/2020,EMEA,SOE,WIR,34,SH,8494,1384472.26,15072031.21
2019 Q1,2019 3,Jan,01-04-2020,EMEA,SOE,WIR,34,ZCMN,13,0,0
2019 Q1,2019 3,Jan,01-11-2020,EMEA,SOE,WIR,34,ZCR,-14,-5895.44,-16754.99
2019 Q1,2019 3,Jan,1/28/2020,EMEA,SOE,WIR,34,ZCRN,999,0,0
2019 Q1,2019 3,Jan,1/16/2020,EMEA,SOE,WIR,34,ZDR,14,5895.44,16754.99
2019 Q1,2019 3,Jan,01-03-2020,EMEA,SOE,WIR,34,ZOR,186,100395.73,534464.76
2019 Q1,2019 3,Jan,1/25/2020,EMEA,SOE,WIR,34,ZRE,-25,-18764.8,-72099.63
2019 Q1,2019 3,Jan,01-08-2020,EMEA,UK&I,WIR,34,SH,1506,902764.12,3289075.61
2019 Q1,2019 3,Jan,1/23/2020,EMEA,UK&I,WIR,34,ZCGD,16,0,0
2019 Q1,2019 3,Jan,01-06-2020,EMEA,UK&I,WIR,34,ZCR,-4,-1439.48,-3598.69
2019 Q1,2019 3,Jan,1/22/2020,EMEA,UK&I,WIR,34,ZCRN,332,0,0
2019 Q1,2019 3,Jan,1/15/2020,EMEA,UK&I,WIR,34,ZCRP,15,0,0
2019 Q1,2019 3,Jan,1/18/2020,EMEA,UK&I,WIR,34,ZDR,4,1439.48,3598.69
2019 Q1,2019 3,Jan,01-01-2020,EMEA,UK&I,WIR,34,ZOR,90,62177.56,183139.19
2019 Q1,2019 3,Jan,1/25/2020,EMEA,CEEMA,WIR,35,SH,13281,5345927.07,23154161.21
2019 Q1,2019 3,Jan,01-10-2020,EMEA,CEEMA,WIR,35,ZCMN,2,0,0
2019 Q1,2019 3,Jan,1/14/2020,EMEA,CEEMA,WIR,35,ZCR,-114,-42011.25,-148880.84
2019 Q1,2019 3,Jan,1/30/2020,EMEA,CEEMA,WIR,35,ZCRN,200,-114.16,-988.4
2019 Q1,2019 3,Jan,01-11-2020,EMEA,CEEMA,WIR,35,ZDR,116,41161.94,150458.44
2019 Q1,2019 3,Jan,1/16/2020,EMEA,CEEMA,WIR,35,ZOR,2558,820118.12,3206520.9
2019 Q1,2019 3,Jan,01-08-2020,EMEA,CEEMA,WIR,35,ZRE,-4,-2928.32,-14958.85
2019 Q1,2019 3,Jan,1/31/2020,EMEA,Cross Geo (Philip),WIR,35,SH,2210,802797.42,3395939.67
2019 Q1,2019 3,Jan,1/22/2020,EMEA,Cross Geo (Philip),WIR,35,ZCMN,80,0,0
2019 Q1,2019 3,Jan,01-12-2020,EMEA,Cross Geo (Philip),WIR,35,ZCRN,123,0,0
2019 Q1,2019 3,Jan,1/15/2020,EMEA,Cross Geo (Philip),WIR,35,ZOR,505,267325.72,755693.47
2019 Q1,2019 3,Jan,01-07-2020,EMEA,Cross Geo (Philip),WIR,35,ZRE,-29,-6727.77,-6727.77
2019 Q1,2019 3,Jan,1/30/2020,EMEA,DACH&Russia,WIR,35,SH,23788,11792509.46,45179729.77
2019 Q1,2019 3,Jan,1/21/2020,EMEA,DACH&Russia,WIR,35,ZCMN,29,0,0
2019 Q1,2019 3,Jan,1/26/2020,EMEA,DACH&Russia,WIR,35,ZCR,-24,-48686.92,-212319.33
2019 Q1,2019 3,Jan,01-06-2020,EMEA,DACH&Russia,WIR,35,ZCRN,213,0,0
2019 Q1,2019 3,Jan,1/27/2020,EMEA,DACH&Russia,WIR,35,ZDR,24,44576.65,212319.33
2019 Q1,2019 3,Jan,1/22/2020,EMEA,DACH&Russia,WIR,35,ZOR,1282,648004.97,2026118.33
2019 Q1,2019 3,Jan,01-12-2020,EMEA,DACH&Russia,WIR,35,ZRE,2,2829,7412
2019 Q1,2019 3,Jan,1/15/2020,EMEA,France,WIR,35,SH,12717,4925372.43,21423971.32
2019 Q1,2019 3,Jan,01-04-2020,EMEA,France,WIR,35,ZCMN,9,0,0
2019 Q1,2019 3,Jan,1/21/2020,EMEA,France,WIR,35,ZCR,-2934,-1096224.92,-5692495.82
2019 Q1,2019 3,Jan,1/18/2020,EMEA,France,WIR,35,ZCRN,154,0,0
2019 Q1,2019 3,Jan,01-06-2020,EMEA,France,WIR,35,ZDR,11,6442.02,16475.32
2019 Q1,2019 3,Jan,1/16/2020,EMEA,France,WIR,35,ZOR,521,213733.4,956341.68
2019 Q1,2019 3,Jan,1/17/2020,EMEA,France,WIR,35,ZRE,6,4735.35,19516.66
2019 Q1,2019 3,Jan,01-01-2020,EMEA,NOE,WIR,35,SH,12976,7091407.71,24531937.92
2019 Q1,2019 3,Jan,1/31/2020,EMEA,NOE,WIR,35,ZCMN,10,0,0
2019 Q1,2019 3,Jan,1/19/2020,EMEA,NOE,WIR,35,ZCR,-10,-11601.55,-37438.28
2019 Q1,2019 3,Jan,1/16/2020,EMEA,NOE,WIR,35,ZCRN,291,-239.4,-336.01
2019 Q1,2019 3,Jan,1/29/2020,EMEA,NOE,WIR,35,ZCRP,8,0,0
2019 Q1,2019 3,Jan,1/31/2020,EMEA,NOE,WIR,35,ZDR,2,757.98,2804.23
2019 Q1,2019 3,Jan,1/31/2020,EMEA,NOE,WIR,35,ZOR,944,509016.14,1626867.08
2019 Q1,2019 3,Jan,1/14/2020,EMEA,SOE,WIR,35,SH,23668,6688074.11,39157350.26
2019 Q1,2019 3,Jan,1/19/2020,EMEA,SOE,WIR,35,ZCMN,19,0,0
2019 Q1,2019 3,Jan,1/18/2020,EMEA,SOE,WIR,35,ZCR,-4,-1972.96,-9999.96
2019 Q1,2019 3,Jan,1/26/2020,EMEA,SOE,WIR,35,ZCRN,505,0,0
2019 Q1,2019 3,Jan,1/28/2020,EMEA,SOE,WIR,35,ZDR,4,1972.96,9999.96
2019 Q1,2019 3,Jan,1/27/2020,EMEA,SOE,WIR,35,ZOR,1520,698351.6,3025891.87
2019 Q1,2019 3,Jan,01-09-2020,EMEA,UK&I,WIR,35,SH,9896,4850612.2,19422155.03
2019 Q1,2019 3,Jan,01-12-2020,EMEA,UK&I,WIR,35,ZCMN,28,0,0
2019 Q1,2019 3,Jan,1/31/2020,EMEA,UK&I,WIR,35,ZCRN,122,0,0
2019 Q1,2019 3,Jan,1/15/2020,EMEA,UK&I,WIR,35,ZCRP,4,0,0
2019 Q1,2019 3,Jan,1/29/2020,EMEA,UK&I,WIR,35,ZDR,36,21745.69,21745.69
2019 Q1,2019 3,Jan,1/25/2020,EMEA,UK&I,WIR,35,ZOR,403,185429.18,572868.08
2019 Q1,2019 3,Jan,1/22/2020,EMEA,CEEMA,WIR,6H,SH,39,54784.14,161603.36
2019 Q1,2019 3,Jan,1/22/2020,EMEA,CEEMA,WIR,6H,ZCRN,230,-3219.84,-10538.72
2019 Q1,2019 3,Jan,01-09-2020,EMEA,CEEMA,WIR,6H,ZOR,1,1177.82,4283
2019 Q1,2019 3,Jan,1/19/2020,EMEA,Cross Geo (Philip),WIR,6H,ZCMN,44,0,0
2019 Q1,2019 3,Jan,1/16/2020,EMEA,Cross Geo (Philip),WIR,6H,ZCRN,49,-41.86,-71.98
2019 Q1,2019 3,Jan,1/28/2020,EMEA,DACH&Russia,WIR,6H,SH,84,94826.3,281302.09
2019 Q1,2019 3,Jan,1/30/2020,EMEA,DACH&Russia,WIR,6H,ZCMN,24,0,0
2019 Q1,2019 3,Jan,1/22/2020,EMEA,DACH&Russia,WIR,6H,ZCRN,181,-1.15,-2.61
2019 Q1,2019 3,Jan,1/31/2020,EMEA,DACH&Russia,WIR,6H,ZCRP,4,0,0
2019 Q1,2019 3,Jan,1/13/2020,EMEA,DACH&Russia,WIR,6H,ZOR,-1,-1075.21,-5759.03
2019 Q1,2019 3,Jan,1/15/2020,EMEA,France,WIR,6H,SH,11,16004.82,40914.9
2019 Q1,2019 3,Jan,1/27/2020,EMEA,France,WIR,6H,ZCMN,8,0,0
2019 Q1,2019 3,Jan,1/25/2020,EMEA,France,WIR,6H,ZCRN,62,0,0
2019 Q1,2019 3,Jan,01-07-2020,EMEA,NOE,WIR,6H,SH,26,16359.04,-13241.68
2019 Q1,2019 3,Jan,1/13/2020,EMEA,NOE,WIR,6H,ZCMN,26,0,0
2019 Q1,2019 3,Jan,1/22/2020,EMEA,NOE,WIR,6H,ZCR,-8,-11035.95,-33655.33
2019 Q1,2019 3,Jan,1/24/2020,EMEA,NOE,WIR,6H,ZCRN,243,-538.72,-756.11
2019 Q1,2019 3,Jan,01-06-2020,EMEA,NOE,WIR,6H,ZCRP,26,0,0
2019 Q1,2019 3,Jan,01-04-2020,EMEA,NOE,WIR,6H,ZOR,0,0,0
2019 Q1,2019 3,Jan,1/20/2020,EMEA,SOE,WIR,6H,SH,35,50329.67,161611.61
2019 Q1,2019 3,Jan,1/15/2020,EMEA,SOE,WIR,6H,ZCMN,15,0,0
2019 Q1,2019 3,Jan,01-11-2020,EMEA,SOE,WIR,6H,ZCR,-2,-1560.69,-7734.04
2019 Q1,2019 3,Jan,1/13/2020,EMEA,SOE,WIR,6H,ZCRN,1255,-84.44,-112.44
2019 Q1,2019 3,Jan,01-06-2020,EMEA,SOE,WIR,6H,ZDR,2,1560.69,7734.04
2019 Q1,2019 3,Jan,1/30/2020,EMEA,SOE,WIR,6H,ZOR,0,0,0
2019 Q1,2019 3,Jan,1/23/2020,EMEA,UK&I,WIR,6H,SH,49,95024.26,167685.46
2019 Q1,2019 3,Jan,1/16/2020,EMEA,UK&I,WIR,6H,ZCMN,19,0,0
2019 Q1,2019 3,Jan,01-04-2020,EMEA,UK&I,WIR,6H,ZCRN,108,0,0
2019 Q1,2019 3,Jan,1/20/2020,EMEA,UK&I,WIR,6H,ZCRP,4,0,0
2019 Q1,2019 3,Jan,01-04-2020,EMEA,CEEMA,WIR,I5,SH,4263,950101.74,2356967.04
2019 Q1,2019 3,Jan,1/19/2020,EMEA,CEEMA,WIR,I5,ZCRN,10,0,0
2019 Q1,2019 3,Jan,1/24/2020,EMEA,CEEMA,WIR,I5,ZOR,423,109075.68,307697.97
2019 Q1,2019 3,Jan,01-10-2020,EMEA,DACH&Russia,WIR,I5,SH,13084,2457937.39,6228757.25
2019 Q1,2019 3,Jan,1/24/2020,EMEA,DACH&Russia,WIR,I5,ZCRN,6,0,0
2019 Q1,2019 3,Jan,1/25/2020,EMEA,DACH&Russia,WIR,I5,ZOR,12,3051.55,7845.15
2019 Q1,2019 3,Jan,1/19/2020,EMEA,France,WIR,I5,SH,1788,377488.78,944769.41
2019 Q1,2019 3,Jan,01-02-2020,EMEA,France,WIR,I5,ZCRN,6,0,0
2019 Q1,2019 3,Jan,1/23/2020,EMEA,France,WIR,I5,ZOR,35,6365.54,13412.16
2019 Q1,2019 3,Jan,1/30/2020,EMEA,NOE,WIR,I5,SH,4798,789518.52,1953117.3
2019 Q1,2019 3,Jan,1/26/2020,EMEA,NOE,WIR,I5,ZCRN,9,0,0
2019 Q1,2019 3,Jan,1/21/2020,EMEA,NOE,WIR,I5,ZOR,65,14269.87,27081.55
2019 Q1,2019 3,Jan,01-05-2020,EMEA,SOE,WIR,I5,SH,6212,1408817.59,3249452.48
2019 Q1,2019 3,Jan,1/28/2020,EMEA,SOE,WIR,I5,ZCRN,66,0,0
2019 Q1,2019 3,Jan,1/21/2020,EMEA,SOE,WIR,I5,ZOR,10,2044.34,4187.12
2019 Q1,2019 3,Jan,1/28/2020,EMEA,UK&I,WIR,I5,SH,1669,403557.74,1028234.66
2019 Q1,2019 3,Jan,1/24/2020,EMEA,UK&I,WIR,I5,ZCRN,5,0,0.3
2019 Q1,2019 3,Jan,1/24/2020,EMEA,UK&I,WIR,I5,ZCRP,1,0,0
2019 Q1,2019 3,Jan,1/29/2020,EMEA,UK&I,WIR,I5,ZOR,2,2626.67,5275.48
2019 Q2,2019 4,Feb,2/25/2020,EMEA,CEEMA,WIR,34,SH,1371,1034384.86,3687149.32
2019 Q2,2019 4,Feb,02-03-2020,EMEA,CEEMA,WIR,34,ZCRN,2335,0,0
2019 Q2,2019 4,Feb,2/18/2020,EMEA,CEEMA,WIR,34,ZOR,248,98035.6,406514.39
2019 Q2,2019 4,Feb,2/17/2020,EMEA,Cross Geo (Philip),WIR,34,SH,223,271719.93,686379.39
2019 Q2,2019 4,Feb,02-02-2020,EMEA,Cross Geo (Philip),WIR,34,ZCR,-1,-1940.4,-8592.2
2019 Q2,2019 4,Feb,2/18/2020,EMEA,Cross Geo (Philip),WIR,34,ZCRN,135,0,0
2019 Q2,2019 4,Feb,2/15/2020,EMEA,Cross Geo (Philip),WIR,34,ZDR,1,2074.2,8726
2019 Q2,2019 4,Feb,2/27/2020,EMEA,Cross Geo (Philip),WIR,34,ZOR,928,427212.9,1946650.99
2019 Q2,2019 4,Feb,2/23/2020,EMEA,Cross Geo (Philip),WIR,34,ZRE,-43,-16046.52,-81727.15
2019 Q2,2019 4,Feb,2/19/2020,EMEA,DACH&Russia,WIR,34,SH,2401,1159791.34,4805021.5
2019 Q2,2019 4,Feb,2/25/2020,EMEA,DACH&Russia,WIR,34,ZCMN,6,0,0
